X;created_at;full_text;likes_count;mentioning_users.0;mentioning_users.1;mentioning_users.2;mentioning_users.3;mentioning_users.4;mentioning_users.5;mentioning_users.6;mentioning_users.7;mentioning_users.8;mentioning_users.9;mentioning_users.10;mentioning_users.11;mentioning_users.12;mentioning_users.13;mentioning_users.14;mentioning_users.15;played_count;quotes_count;replies_count;replying_to.0;replying_to.1;replying_to.2;replying_to.3;replying_to.4;replying_to.5;replying_to.6;replying_to.7;replying_to.8;replying_to.9;replying_to.10;replying_to.11;replying_to.12;replying_to.13;replying_to.14;replying_to.15;replying_to.16;replying_to.17;replying_to.18;replying_to.19;replying_to.20;replying_to.21;replying_to.22;replying_to.23;replying_to.24;replying_to.25;replying_to.26;replying_to.27;replying_to.28;replying_to.29;replying_to.30;replying_to.31;replying_to.32;replying_to.33;replying_to.34;replying_to.35;replying_to.36;replying_to.37;replying_to.38;replying_to.39;replying_to.40;replying_to.41;replying_to.42;replying_to.43;replying_to.44;replying_to.45;replying_to.46;replying_to.47;retweeted_by;retweets_count;tweet_hashtags.0;tweet_hashtags.1;tweet_hashtags.2;tweet_hashtags.3;tweet_hashtags.4;tweet_hashtags.5;tweet_hashtags.6;tweet_hashtags.7;tweet_hashtags.8;tweet_hashtags.9;tweet_hashtags.10;tweet_hashtags.11;tweet_hashtags.12;tweet_hashtags.13;tweet_hashtags.14;tweet_hashtags.15;tweet_hashtags.16;tweet_hashtags.17;tweet_hashtags.18;tweet_hashtags.19;tweet_hashtags.20;tweet_hashtags.21;tweet_hashtags.22;tweet_hashtags.23;tweet_id;tweet_links.0;tweet_links.1;tweet_links.2;tweet_links.3;;user_is_verified;user_name;language;engagement;sentiment_scores;positive;neutral;negative;compound;sentiment_label
595;Tue Sep 20 12:15:00 +00:00 2022;news alert gardasil vaccine promoted pharmaceutical merck young people prevent hpv litigation ensued multiple irreversible injury reported injury case increasing knowledge shared pipedvideookwcfxjwc;0;a1a44e9e;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;#vaccine;#Merck;#young;#Litigation;#irreversible;#injuries;;;;;;;;;;;;;;;;;;1.5721978141675397e+18;https://piped.video/OkWCf0xJW0c;;;;;TRUE;1080f0d1;en;0;{'neg': 0.281, 'neu': 0.459, 'pos': 0.26, 'compound': -0.1779};0.26;459;281;-0.1779;Negative
596;Tue Sep 06 01:43:00 +00:00 2022;vaccineinjuries vaccinedeaths vaccine gardasil lawyer reviewing gardasil vaccine lawsuit state victim suffered side effect gardasil hpv vaccine death injury linked vaccine millerandzoiscomgardasilh;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#vaccineinjuries;#vaccinedeaths;#Vaccine;#Gardasil;;;;;;;;;;;;;;;;;;;;;1.566965226800562e+18;https://www.millerandzois.com/gardasil-hpv-vaccine-lawsuit.html;;;;;FALSE;81ddab24;en;3;{'neg': 0.45, 'neu': 0.55, 'pos': 0.0, 'compound': -0.9169};0.0;0.55;0.45;-0.9169;Negative
598;Thu Oct 06 21:07:00 +00:00 2022;october dysautonomia awareness month know gardasil lawsuit allege merck conceals fact gardasil induces increase risk autoimmune disease including dysautonomia find heregardasil hpv dysautonomia lawsuitbitlymazand;3;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;#Gardasil;#hpv;#dysautonomia;#lawsuit;;;;;;;;;;;;;;;;;;;;;1.5781299456158963e+18;https://bit.ly/3MaZaND;;;;;FALSE;35be2b85;en;8;{'neg': 0.147, 'neu': 0.769, 'pos': 0.084, 'compound': -0.1779};84;769;147;-0.1779;Negative
599;Thu Sep 08 23:18:00 +00:00 2022;know prelicensure trial hpvvaccine compared vaccine active vaccine rather inert placebo ncbinlmnihgovpubmedlinkspringercomarticle join usphysiciansforinformedconsent informedconsent hpv gardasil cervicalcancer;21;;;;;;;;;;;;;;;;;0;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;#HPVvaccine;#vaccine;#InformedConsent;#HPV;#Gardasil;#CervicalCancer;;;;;;;;;;;;;;;;;;;1.568015857334522e+18;https://www.ncbi.nlm.nih.gov/pubmed/28204892;https://link.springer.com/article/10.1007%2Fs10067-017-3575-z;https://physiciansforinformedconsent.org/join/;;;TRUE;3dbf9855;en;29;{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.5994};234;766;0.0;0.5994;Positive
600;Thu Oct 06 20:30:00 +00:00 2022;boy death blamed autoimmune form encephalitis caused hpv vaccine science show link parent sue anyway bufflycahsqu gardasil;7;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#encephalitis;#HPV;#vaccine;#Gardasil;;;;;;;;;;;;;;;;;;;;;1.5781204488897536e+18;https://buff.ly/3CAHsQu;;;;;FALSE;bdc69297;en;9;{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.7906};0.0;682;318;-0.7906;Negative
601;Wed Aug 17 15:13:00 +00:00 2022;medical community long history using humanity experimental guinea pig look harm done last year institution collusion big pharma tuskegeeoxycodonethalidomidepipsiliconeimplantsgardasiletc etc etc;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Tuskegee;#Oxycodone;#Thalidomide;#PIPSiliconeImplants;#Gardasil;;;;;;;;;;;;;;;;;;;;1.5599213796542628e+18;;;;;;FALSE;93a98d44;en;0;{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.5423};0.0;851;149;-0.5423;Negative
602;Mon Aug 15 23:27:00 +00:00 2022;gardasil nek minute newshubconzhomeshows;3;025b02ab;;;;;;;;;;;;;;;;0;0;0;7,61616E+12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.5593209701117542e+18;https://www.newshub.co.nz/home/shows/2015/11/cause-or-coincidence-teen-dies-after-gardasil-vaccine.html;;;;;FALSE;1ac38022;en;4;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
603;Fri Aug 19 09:49:00 +00:00 2022;remember girl injured gardasil told symptom bc anxiety even fainted dx pot yep anxiety fear needle guess saying must make true;0;;;;;;;;;;;;;;;;;0;0;0;1cff6578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.5605644955080335e+18;;;;;;FALSE;6f4cf129;en;0;{'neg': 0.412, 'neu': 0.433, 'pos': 0.155, 'compound': -0.8074};155;433;412;-0.8074;Negative
604;Wed Aug 31 11:52:00 +00:00 2022;merck mrk announced gained approval nmpa expand use gardasil human papillomavirus hpv valent vaccine recombinant individual aged year old vaccine help prevent cervical cancer;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.5649442199486833e+18;;;;;;FALSE;a7af8317;en;1;{'neg': 0.129, 'neu': 0.526, 'pos': 0.345, 'compound': 0.6597};345;526;129;0.6597;Positive
605;Thu Oct 06 19:30:00 +00:00 2022;boy death blamed form encephalitis caused hpv vaccine science show link parent sue anyway bufflycahsqu gardasil;22;;;;;;;;;;;;;;;;;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;#encephalitis;#HPV;#vaccine;#Gardasil;;;;;;;;;;;;;;;;;;;;;1.5781053240237793e+18;https://buff.ly/3CAHsQu;;;;;FALSE;bdc69297;en;32;{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.7906};0.0;667;333;-0.7906;Negative
606;Mon Aug 29 04:10:00 +00:00 2022;msd pharmaceutical whollyowned subsidiary merck sharp dohme launched india first gender neutral hpv vaccinegardasil thetimesgroup radiomirchi gulmoharmaitri msdindia rehanakhan hpvvaccine;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#TheTimesGroup;#RadioMirchi;#Gulmoharmaitri;#MSD-India†;#RehanAKhan;#HPVvaccine;;;;;;;;;;;;;;;;;;;1.5641032066697871e+18;;;;;;FALSE;98720797;en;1;{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.128};73;927;0.0;128;Positive
607;Thu Sep 08 02:16:00 +00:00 2022;need education earlier understand importance gardasil;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.56769848468113e+18;;;;;;FALSE;2c5385a1;en;1;{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612};333;667;0.0;0.3612;Positive
608;Thu Oct 06 19:15:00 +00:00 2022;boy death blamed form encephalitis caused hpv vaccine science show link parent sue anyway skepticalraptorcomskeptica gardasil;10;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#encephalitis;#HPV;#vaccine;#Gardasil;;;;;;;;;;;;;;;;;;;;;1.5781016445662003e+18;https://www.skepticalraptor.com/skepticalraptorblog.php/hpv-vaccine-not-linked-to-encephalitis-but-here-comes-a-lawsuit/;;;;;FALSE;bdc69297;en;12;{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.7906};0.0;667;333;-0.7906;Negative
609;Mon Aug 29 03:59:00 +00:00 2022;msd pharmaceutical whollyowned subsidiary merck sharp dohme launched india first gender neutral hpv vaccinegardasil thetimesgroup radiomirchi gulmoharmaitri msdindia rehanakhan hpvvaccine;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#TheTimesGroup;#RadioMirchi;#Gulmoharmaitri;#MSD-India†;#RehanAKhan;#HPVvaccine;;;;;;;;;;;;;;;;;;;1.564100344178778e+18;;;;;;FALSE;98720797;en;1;{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.128};73;927;0.0;128;Positive
611;Sun Sep 04 10:10:00 +00:00 2022;tout dit medias francemckinsey mckinseygate macron veran occitanie toulouse montpellier herault beziers gard nimes perpignan covid ukraine billgatesbioterrorist gardasil hpv papillomavirusmdicaments sou influenceodyseecom;15;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;#medias;#France;#Mckinsey;#Mckinseygate;#Macron;#Veran;#occitanie;#Toulouse;#Montpellier;#Herault;#Beziers;#Gard;#nimes;#perpignan;#COVID;#Ukraine;#BillGatesBioTerrorist;#Gardasil;#HPV;#papillomavirus;;;;;1.566368218012389e+18;https://odysee.com/@laileastick:4/2022-049-Medicaments-sous-influence:2;;;;;TRUE;27e2db75;en;25;{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.128};0.0;936;64;-128;Negative
612;Thu Aug 25 23:18:00 +00:00 2022;know safety concern expressed regarding hpvvaccine prof mahin khatami former program director nci nih ncbinlmnihgovpmcarticle sign newsletter physiciansforinformedconsent informedconsent hpv gardasil cervicalcancer science;19;;;;;;;;;;;;;;;;;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;#HPVvaccine;#InformedConsent;#HPV;#Gardasil;#CervicalCancer;#Science;;;;;;;;;;;;;;;;;;;1.5629424240829768e+18;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5138175;https://physiciansforinformedconsent.org/newsletter/;;;;TRUE;3dbf9855;en;35;{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4215};113;887;0.0;0.4215;Positive
614;Fri Sep 02 06:13:00 +00:00 2022;msd india md talk price adjustment januvia category development gardasil keytrudas rise leading cancer therapy india biopharma cancer diabetes;3;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#MSD;#Januvia,;#Gardasil;#Keytrudaís;#biopharma;#cancer;#diabetes;;;;;;;;;;;;;;;;;;1.5655837286963692e+18;;;;;;FALSE;ff349fd2;en;5;{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.8689};0.0;659;341;-0.8689;Negative
619;Sun Sep 04 05:07:00 +00:00 2022;great pediatrician advised u get gardasil;1;;;;;;;;;;;;;;;;;0;0;1;0099b031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil!;;;;;;;;;;;;;;;;;;;;;;;;1.566291759944e+18;;;;;;FALSE;f0dc40d1;en;2;{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249};506;494;0.0;0.6249;Positive
620;Sun Sep 04 04:07:00 +00:00 2022;kid pediatrician tried hard convince give kid gardasil even shamed he longer pediatrician im thankful watched vaxxed would known bad thanks;2;c57d3911;;;;;;;;;;;;;;;;0;0;0;498ee780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#Gardasil;#Vaxxed;;;;;;;;;;;;;;;;;;;;;;;1.566276694318764e+18;;;;;;FALSE;92696cef;en;4;{'neg': 0.265, 'neu': 0.467, 'pos': 0.268, 'compound': 0.0258};268;467;265;0.0258;Neutral
621;Thu Aug 11 23:18:00 +00:00 2022;know inflammation brain spinal cord often reported following flu hpv vaccine join pic physiciansforinformedconsent physiciansinformedconsent stdonoharm vaccination informedconsent hpv hpvvaccine gardasil cervicalcancer science statistic;15;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;#vaccines?;#Physicians4InformedConsent;#1stDoNoHarm;#Vaccination;#InformedConsent;#HPV;#HPVvaccine;#Gardasil;#CervicalCancer;#Science;#Statistics;;;;;;;;;;;;;;1.5578689930752038e+18;https://physiciansforinformedconsent.org/join/;;;;;TRUE;3dbf9855;en;25;{'neg': 0.097, 'neu': 0.821, 'pos': 0.082, 'compound': -0.1027};82;821;97;-0.1027;Negative
622;Fri Aug 05 18:34:00 +00:00 2022;court order allows gardasil hpv vaccine injury lawsuit move coordinated discovery pretrial proceeding personal injury action present common question fact arising allegation plaintiffsdevelopedinjuriesbaumhedlundlawcomblog;3;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#Gardasil;#HPV;#vaccine;;;;;;;;;;;;;;;;;;;;;;1.555623195046138e+18;https://www.baumhedlundlaw.com/blog/2022/august/judicial-panel-consolidates-gardasil-lawsuits-in/;;;;;FALSE;35be2b85;en;5;{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.7579};0.0;727;273;-0.7579;Negative
624;Wed Aug 03 20:00:00 +00:00 2022;attorney brandonsalter explains need know latest emerging mdl gardasil mdl masstorts emergingtorts pharmaceuticalmdl merck masstortnewsorgnewmdllit;0;5b1308bd;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;#MassTorts;#EmergingTorts;#pharmaceuticalMDL;#Merck;;;;;;;;;;;;;;;;;;;;1.55492010572057e+18;https://masstortnews.org/new-mdl-litigation-on-the-horizon/;;;;;FALSE;882665d1;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
625;Wed Aug 03 04:42:00 +00:00 2022;merck hpv vaccine gardasil wreaking havoc amongst woman reported condition include brain spinal cord inflammation encephalitis demyelination blood clot heart lung leg cognitive disorder gb death;2;;;;;;;;;;;;;;;;;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;#Merck;#HPV;#vaccine;#Gardasil;#clots;;;;;;;;;;;;;;;;;;;;1.554689085033177e+18;;;;;;FALSE;4ba93a44;en;8;{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.8885};0.0;687;313;-0.8885;Negative
626;Tue Aug 23 10:05:00 +00:00 2022;got hpv vaccine realised eventhough vaccine prevents one major cause cervicalcancer hpv yet cant accessed many cuz soaring high ratehpvvaccine medtwitter gardasil cervarix;9;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#cervicalcancer;#HPVvaccine;#MedTwitter;#Gardasil;#Cervarix;;;;;;;;;;;;;;;;;;;;1.5620181541798748e+18;;;;;;FALSE;0b6406f4;en;10;{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.0772};56;944;0.0;0.0772;Positive
628;Mon Aug 01 23:51:00 +00:00 2022;seriously everyone gardasil injury mysterious death;0;;;;;;;;;;;;;;;;;0;0;0;dbf4394f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.5542535559466437e+18;;;;;;FALSE;2577718;en;0;{'neg': 0.737, 'neu': 0.263, 'pos': 0.0, 'compound': -0.8126};0.0;263;737;-0.8126;Negative
629;Mon Aug 01 23:49:00 +00:00 2022;everyone awoke vaers gardasil;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#VAERS;#Gardasil?!!!;;;;;;;;;;;;;;;;;;;;;;;1.554252924678701e+18;;;;;;FALSE;2577718;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
656;Sun Mar 05 16:06:00 +00:00 2023;gardasil cure nothing;6;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6324123732050412e+18;;;;;;FALSE;125d29b7;en;8;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
680;Tue Mar 07 06:44:00 +00:00 2023;firmes possdes par blackrock pfizer moderna astrazeneca merck et son gardasil voil voil blackrock nonalareformedesretraites macrondestitution;14;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;#BlackRock;#Pfizer;#Moderna;#AstraZeneca;#merck;#Gardasil;#blackrock;#NonALaReformeDesRetraites;#MacronDestitution;;;;;;;;;;;;;;;;1.632995613057925e+18;;;;;;FALSE;7dda4107;en;32;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
703;Tue Mar 07 00:26:00 +00:00 2023;watch wisner baum senior partner talk gardasil hpv lawsuit alleged injury science settled gardasil bitlyzins gardasil hpv hpvvaccine gardasilreaction gardasilinjury gardasiladversereaction gardasilsideffects cervicalcancer;6;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;#Gardasil;#HPV;#hpvvaccine;#gardasilreaction;#gardasilinjury;#gardasiladversereaction;#gardasilsideffects;#cervicalcancer;;;;;;;;;;;;;;;;;1.632900605718184e+18;http://bit.ly/3ZI96ns;;;;;FALSE;35be2b85;en;11;{'neg': 0.183, 'neu': 0.817, 'pos': 0.0, 'compound': -0.5719};0.0;817;183;-0.5719;Negative
705;Sun Mar 05 11:21:00 +00:00 2023;gardasil odyseecom;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.632340576203948e+18;https://odysee.com/@LigneDroiteMatinale:8/libre-info-virus:a;;;;;FALSE;f0dad914;en;1;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
738;Thu Jul 13 16:00:00 +00:00 2023;gardasil way protegeo;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;;1.6795211599293645e+18;;;;;;FALSE;05ea71fe;en;0;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
750;Thu Jul 13 11:05:00 +00:00 2023;voyons comment calmer ce troll gardasil vaccination;0;3b507632;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil;#Vaccination;;;;;;;;;;;;;;;;;;;;;;;1.679447053645017e+18;;;;;;FALSE;efc5edcd;en;0;{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612};294;706;0.0;0.3612;Positive
752;Mon Feb 27 11:25:00 +00:00 2023;protegeonsnosenfants jarnac macron boycott gardasil enfantsendanger;19;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;#ProtegeonsNosEnfants;#Jarnac;#macron;#boycott;#Gardasil;#EnfantsEnDanger;;;;;;;;;;;;;;;;;;;1.630167308806021e+18;;;;;;FALSE;a7587ab3;en;40;{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182};0.0;685;315;-0.3182;Negative
816;Fri Mar 03 12:43:00 +00:00 2023;warning depopulationagenda bioweapon waragainsthumanity gardasil crimesagainshumanity;1;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#DepopulationAgenda;#Bioweapon;#WarAgainstHumanity;#Gardasil;#CrimesAgainsHumanity;;;;;;;;;;;;;;;;;;;;1.6316363714954404e+18;;;;;;FALSE;aab427e6;en;1;{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34};0.0;676;324;-0.34;Negative
820;Mon Feb 27 08:48:00 +00:00 2023;enfantsendanger jarnac boycott macron gardasil;1;;;;;;;;;;;;;;;;;0;0;0;6364503f;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;#EnfantsEnDanger;#Jarnac;#boycott;#macron;#Gardasil;;;;;;;;;;;;;;;;;;;;1.6301276440533276e+18;;;;;;FALSE;a7587ab3;en;3;{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182};0.0;635;365;-0.3182;Negative
823;Mon Feb 27 08:26:00 +00:00 2023;macron gardasil jarnac enfantsendanger boycott;2;;;;;;;;;;;;;;;;;0;0;0;380239dd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#macron;#Gardasil;#Jarnac;#EnfantsEnDanger;#boycott;;;;;;;;;;;;;;;;;;;;1.630122136911196e+18;;;;;;FALSE;a7587ab3;en;2;{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182};0.0;635;365;-0.3182;Negative
840;Wed Mar 01 19:56:00 +00:00 2023;doctor spoken vaccination campaign ineffective expensive gardasil yet macron want daughter pricked even mean increasing deficit scu nothing;0;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;#Gardasil.;;;;;;;;;;;;;;;;;;;;;;;;1.631020729947898e+18;;;;;;FALSE;2e87e67a;en;1;{'neg': 0.275, 'neu': 0.664, 'pos': 0.062, 'compound': -0.5423};62;664;275;-0.5423;Negative
846;Wed Mar 01 19:29:00 +00:00 2023;diane harper mdecin spcialiste vaccin hpv papillomaviruslien vers le documentaire gardasil diane harper medical specialist vaccine hpv papillomaviruslink gardasil documentary;41;7d3db6d5;937a0a24;5045b01c;1717b850;;;;;;;;;;;;;0;8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;#Gardasil;#Gardasil;;;;;;;;;;;;;;;;;;;;;;;1.6310138670137876e+18;;;;;;FALSE;04198bb9;en;88;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
872;Wed Mar 01 18:56:00 +00:00 2023;merck gardasil lvothyrox vioxx wargon;0;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;#Merck;#Gardasil;#LÈvothyrox;#Vioxx;#Wargon;;;;;;;;;;;;;;;;;;;;1.6310056021167636e+18;;;;;;FALSE;2c7b674f;en;1;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0};0.0;1.0;0.0;0.0;Neutral
