id,full_text,engagement,language
601,"Medical community has a long history of using humanity as their experimental guinea pigs."" Just look at the harm done over the last 2.5 years by the institution and itís collusion with Big Pharma. #Tuskegee#Oxycodone#Thalidomide#PIPSiliconeImplants#Gardasil""etc etc etc",0,en
602,@paulapenfold #Gardasil Nek minute newshub.co.nz/home/shows/201Ö,4,en
603,"I remember when girls injured from #Gardasil were told symptoms were bc if anxiety even if they fainted or dx with POTS, Yep all anxiety or fear of a needle, I guess saying it must make it true???",0,en
604,"Merck $MRK announced that it gained approval from the NMPA to expand the use of #Gardasil 9 (Human Papillomavirus (HPV) 9-valent Vaccine, Recombinant) to individuals aged 9 through 45 years old. The vaccine will help to prevent cervical cancer.",1,en
605,"Boy's death blamed on a form of #encephalitis caused by #HPV #vaccine ó science shows no link, but parents sue anyway. buff.ly/3CAHsQu #Gardasil",32,en
606,"MSD Pharmaceuticals, a wholly-owned subsidiary of Merck Sharp & Dohme, launched Indiaís first gender neutral HPV vaccine†#Gardasil"" #TheTimesGroup #RadioMirchi #Gulmoharmaitri #MSD-India† #RehanAKhan ""#HPVvaccine",1,en
607,THIS .. it needs to be more education earlier to understand the importance of #gardasil,1,en
608,"Boy's death blamed on a form of #encephalitis caused by #HPV #vaccine ó science shows no link, but parents sue anyway. skepticalraptor.com/skepticaÖ #Gardasil",12,en
609,"MSD Pharmaceuticals, a wholly-owned subsidiary of Merck Sharp & Dohme, launched Indiaís first gender neutral HPV vaccine†#Gardasil 9"" #TheTimesGroup #RadioMirchi #Gulmoharmaitri #MSD-India† #RehanAKhan ""#HPVvaccine",1,en
611,"????Tout a ÈtÈ dit. ""#medias #France#Mckinsey #Mckinseygate #Macron #Veran #occitanie #Toulouse #Montpellier #Herault #Beziers #Gard #nimes #perpignan #COVID #Ukraine #BillGatesBioTerrorist #Gardasil #HPV #papillomavirusMÈdicaments sous influence??????""odysee.com/@laileastick:4/20Ö",25,en
612,"Did you know that safety concerns were expressed regarding the #HPVvaccine by Prof. Mahin Khatami, former program director at the NCI & NIH? ""ncbi.nlm.nih.gov/pmc/articleÖ Sign up to our newsletter: physiciansforinformedconsentÖ ""#InformedConsent #HPV #Gardasil #CervicalCancer #Science",35,en
614,"#MSD India MD talks about price adjustments for #Januvia, ëcategory developmentí for #Gardasil 9, #Keytrudaís rise as leading cancer therapy in India and more #biopharma #cancer #diabetes",5,en
617,Papillomavirus vaccination contre les cancers #papillomavirus #most cancers #hpv #santÈ #gardasil #cherish - ww-vb1.mine.nu/y/?p=12722,0,fr
619,We had a great pediatrician that advised us NOT to get the #Gardasil!,2,en
620,"My kidsí pediatrician tried so hard to convince me to give my kids #Gardasil - even shamed me for not doing it. Heís no longer our pediatrician. Iím thankful I watched #Vaxxed or I would not have known how bad it is. Thanks, @delbigtree ! ??",4,en
621,"Did you know inflammation of the brain & spinal cord is most often reported following flu & HPV #vaccines?"" Join PIC: physiciansforinformedconsentÖ ""#Physicians4InformedConsent #1stDoNoHarm #Vaccination #InformedConsent #HPV #HPVvaccine #Gardasil #CervicalCancer #Science #Statistics",25,en
622,"The court order allows #Gardasil #HPV #vaccine injury lawsuits to move into coordinated discovery and pretrial proceedings. """"""""These personal injury actions present common questions of fact arising from allegations that plaintiffs...developed...injuries.""""""""""""baumhedlundlaw.com/blog/2022Ö",5,en
624,"Attorney Brandon†Salter of @MBLFirm explains what you need to know on the latest emerging MDL, #Gardasil (MDL no. 3036) #MassTorts #EmergingTorts #pharmaceuticalMDL #Merck"" ""masstortnews.org/new-mdl-litÖ",0,en
625,"#Merck #HPV #vaccine #Gardasil wreaking havoc amongst women."" Reported conditions include: brain & spinal cord inflammation, encephalitis, demyelination, blood #clots in heart, lungs, & legs"" cognitive disorders, GBS, and death",8,en
626,"I got my HPV vaccine in 2019 & its then when I realised that even-though itís the only vaccine that prevents against one of the major causes of #cervicalcancer (HPV), yet it canít be accessed by many cuz of its soaring high rate.""#HPVvaccine #MedTwitter #Gardasil ""#Cervarix",10,en
628,Seriously where has everyone been? #Gardasil injuries and mysterious deaths,0,en
629,Everyone is awoke with #VAERS where were they with #Gardasil?!!!,0,en
631,"???? #Papillomavirus Imaginez... un vaccin inefficace, retirÈ du marchÈ, remaniÈ, rÈintroduit, en procËs... promu par des escrocs. Cerise sur le g‚teau : le #gardasil """"""""pour tous"""""""" va renflouer les caisses d'un labo ‡ la rÈputation dÈj‡ salement amochÈe ????""""mobile.twitter.com/Carene198Ö",2,fr
633,"C'Ètait en 2014 : Èpoque bÈnie o˘ l'on pouvait dÈbattre et alerter sans Ítre taxÈ de complotisme. ""#Vaccin #Papillomavirus #Gardasil ""lejdd.fr/Societe/400-medecinÖ",1,fr
634,cherry picking vaccinal. Raoult se garde bien de faire ce raisonnement pour d'autres vaccins comme le #Gardasil ou Èquivalent.,4,fr
637,aimsib.org/2023/03/05/episodÖ #gardasil #mensonges #trucages #criminels une fois de plus,1,fr
639,"Le vax anti covid provoque des myocardites et des dÈcËs""Les 11 vaccins obligatoires pour les nourrissons (Loi AgnËs Buzyn) causent des effets secondaires graves provoquÈs par les adjuvants""Le #Gardasil provoque des dÈcËs et des effets secondaires graves",0,fr
640,"Exactement !!! Plus AUCUN #VACCIN malheureusement ??  ????"" ""#Gardasil #GrapheneOxide #arn",4,fr
641,"´†Ils mettent des poisons sur le marchÈ, corrompent les politiques pour faire voter des obligations, refusent díadmettre les effets secondaires graves et quand trop de victimes demandent aux juges de ne pas faire de procËs pour ne pas contribuer ‡ la dÈsinformation !†ª#gardasil",11,fr
644,"A peine sortis du Covid, sans retour d'expÈrience ni bilan,""POURQUOI cette prÈcipitation de M. Macron ‡ vouloir vacciner les enfants avec le GARDASIL ??? N'y a t il personne dans son entourage pour lui indiquer qu'il y a une grosse Class Action aux US contre ? #HPV""#Gardasil",5,fr
645,"C'est du dÈtournement d'argent c'est tout.""""Si le #Gardasil Ètait produit par une firme #Russe ce sujet de #Papillomavirus ne serait pas sur la table.",0,fr
649,Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus pgibertie.com/2023/07/13/danÖ via @GibertiePatrice,12,fr
652,Quand on sait que le #Gardasil est fabriquÈ par le laboratoire Merck qui est dÈj‡ mis en examen pour tromperie dans l'affaire du Levothyrox ????quechoisir.org/actualite-levÖ,31,fr
653,"Non au #Gardasil ""#MacronNonVaccinÈ doit cesser de vouloir ??????nos enfants Ce gars-l‡ doit avoir un problËme. ""Qu'il aille consulter ?",22,fr
655,"La maladie de Verneuil. Un effet secondaire du #Gardasil. Reportage de France 3""""vk.com/video622964491_456246Ö",4,fr
656,#Gardasil cures nothing!,8,en
657,"Passionnants ces chiffres. Tous les indicateurs sont bien pourris, mais ‡ part Áa, ce serait de vacciner des millions de personnes contre le cancer de l'utÈrus et le #Papillomavirus avec le vaccin #Gardasil qui serait LA prioritÈ des prioritÈs nationale """"fr.tradingeconomics.com/franÖ",3,fr
658,"«a ne doit pas Ítre facile ‡ avaler pour les antivax... #gardasil #HPV "" D Raoult prÈconise le vaccin pour les garÁons et les filles "" nitter.net/FlorianJ69/statuÖ",1592,fr
660,"[Nouvel article] Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus""#ProtegeonsNosEnfants#genocide""pgibertie.com/2023/07/13/danÖ",0,fr
662,"#Macron veut vacciner en masse, dans les collËges, avec ce vaccin TR»S risquÈ !""La #propagande autour de ce #vaccin, le #GardasilÖ repose sur un tissu de mensonges. #HPV - PÈtition ‡ signer:""petitions.association-sante-Ö",0,fr
663,A propos du #vaccin promu pour combattre le #cancer du vol de líutÈrus le fameux #Gardasil . «a date díau moins quinze ans . Les #guignols,0,fr
664,??Pseudo Vaccin HPV #Gardasil aux effets indÈsirables neurologiques connus depuis 2009.Pourquoi #EMacron prÙne haut et fort dans les Ècoles díinoculer ce produit #toxique ? Posez-vous les bonnes questions.sciencesetavenir.fr/sante/vaÖ,594,fr
666,Voil‡. #Gardasil #lobbies #fric #touspourris,1,fr
667,"Merci de relayer!"" Le collËge @Jean_Lartaut ne doit pas Ítre au courant des #EffetsSecondairesVaccins ""#Gardasil",0,fr
673,"Rappel :""?? Gardasil ??Vaccin dangereux et inefficace !Ne vaccinez ni les filles, ni les garÁons ! francesoir.fr/opinions-tribuÖ #ProtegeonsNosEnfants ""#Jarnac #Gardasil #macron",4,fr
674,"""""cette mesure va permettre aux Big Pharmas -grands amis de Macronescu- de s'enrichir en utilisant les mioches de gueux comme cobayes. Oui le vaccin est en procËs aux USA mais bon nous on veut l'injecter aux mioches de gueux uniquement!"""""""" #Gardasil #papillomavirus #MacronLaHonte",4,fr
676,"??Les effets secondaires de ce pseudo vaccin #Gardasil, du laboratoire Merck diagnostique une #encÈphalomyÈlite, une inflammation grave du systËme nerveux le martyr Post-Vaccinale""""le mÍme produit quí#EMacron veut injecter ‡ TOUS nos enfants ? elle.fr/Societe/News/Vaccin-Ö",393,fr
677,"CollËge @jean_Lartaut""On n'aura jamais autant parlÈ de votre Ètablissement! #Gardasil#28fevrier Vaccination anti HPV au collËge! ""Vous ne trouvez plus de medecins, les urgences sont fermÈes? Venez le 28/02 au collËge!",17,fr
679,"#Gardasil: líÈtonnante prÈcipitation díEmmanuel #Macron pour vacciner les #enfants""#Vaccinatioin #Papillomavirus""francesoir.fr/societe-sante/Ö",0,fr
680,"Firmes possÈdÈes par #BlackRock ""#Pfizer #Moderna #AstraZeneca #merck et son #Gardasil Voil‡, voil‡ ??#blackrock #NonALaReformeDesRetraites ""#MacronDestitution",32,en
682,"¿ vos mails !"" Pour contacter le collËge :secretariat@jean-lartaut.frvie-scolaire@jean-lartaut.fr+ liste autres adresses ?? ??#Jarnac #Gardasil #HPV ""#ProtegeonsNosEnfants",23,fr
683,"20minutes.fr/sante/802652-20Ö"" #Gardasil Macron essaye-t-il d'en finir dÈfinitivement avec la jeunesse? Il sort la solution finale ? Ce type est un criminel. ""Article de 2011, @20Minutes (pas ce qu il y a de plus """"""""complotiste antivaxxx"""""""") "" Et pour ceux qui ne prennent pas la peine de lire l article, quelques copies d Ècran, assez rÈvÈlatrices du massacre que Macron est en train de mettre en place . ""#ProtegezLesEnfants de ce psychopathe",111,fr
685,ProtÈgez vos enfants de ces poisons !!!! Dites non !#Gardasil,4,fr
687,"Supposons:""? 6 millions de collÈgiens? 50% de volontaires ‡ l'injection? 123Ä / injection? 3 injections / volontaireEstimation:?? 3 x 123 x 3.000.000 = 1.107.000.000 Ä ""#SuivezLArgent #AQuiProfiteLeCrime #MacronNousPrendPourDesCons #Gardasil #Papillomavirus #BigPharma",0,fr
688,Un fil d'exception sur le #Gardasil de @SoloBucketpond . Je n'ai pas rÈussi ‡ le repÍcher. Merci ??,0,fr
689,@RTLFrance aucune contradiction !!!! Pro vaccin #Gardasil aucun mÈdecin pour expliquer les risques de cette vaccination. DÈfinitivement une radio propagande et líanimateur est juste la voix du gvtÖ.‡ vomir,0,fr
690,"«a cíest de la science ! Avez-vous regardÈ les rapports de cette vaccination en Australie ?""""#Gardasil #Papillomavirus",0,fr
691,"Anti-injections expÈrimentales et anti-injections tueuses, nuance... #netouchezpasanosenfants #ProtegeonsNosEnfants #Gardasil",4,fr
693,"Je connais un homme qui est atteint de sclÈrose en plaques depuis l'‚ge de 18 ans, il n'a pas connu le #Gardasil",0,fr
694,"2011, ce #gardasil n'est plus commercialisÈ.",1,fr
696,"Comme par hasard, aux USA, ‡ commencer par la Californie, le vaccin contre le papillomavirus qui a causÈ tant de dÈg‚ts pourrait devenir obligatoire pour Ítre scolarisÈ.""""Et on nous appelle """"""""complotistes"""""""" ??""#Gardasil""#VaccineDeath",5,fr
699,"Et pendant ce temps l‡, #Macron file sur l'autoroute de la #vaccination forcÈe au #Gardasil chez les jeunes"" ""Voici donc Robert Kennedy Jr",11,fr
702,"Pourquoi alors y a-t-il, mÍme des articles de presse ´†sÈrieux†ª qui font Ètat díeffets secondaires pour le #Gardasil ? ??",1,fr
703,Watch Wisner Baum senior partner talk about the Gardasil HPV lawsuits and alleged injuries. The science is not settled on Gardasil. bit.ly/3ZI96ns #Gardasil #HPV #hpvvaccine #gardasilreaction #gardasilinjury #gardasiladversereaction #gardasilsideffects #cervicalcancer,11,en
704,"Bonne nouvelle aux USA avec le regroupement de toutes les affaires concernant les blessures du #Gardasil par un seul tribunal fÈdÈral.""""Pendant que le VRP de #Merck, Macron, veut vaxxiner un max d'ados, nous en sommes ‡ la phase procËs de masse aux USA.",1,fr
705,#Gardasil odysee.com/@LigneDroiteMatinÖ,1,en
706,"Reportage et tÈmoignages sur les effets du #Gardasil #Vaccin si cher a #Macron ?? pour sauver ?? nos enfants d un #Papillomavirus ????????""""piped.video/AgvY-EdSHLg",1,fr
708,#Gardasil: líÈtonnante prÈcipitation du VRP Macron pour vacciner les enfants ?? relais-info.fr/2023/03/gardaÖ,1,fr
710,"??????????Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus""""pgibertie.com/2023/07/13/danÖ",5,fr
712,"Quand ta fille souffrante de 12 ans va chez le mÈdecin pour une raison prÈcise et que la remplaÁante du M.G lui dÈbite tout un narratif basÈ sur la peur et le mensonge dans le cas o˘ elle n'acceptait pas la vaccination...""#Protegeonsnosenfants""#Gardasil #Mensonge",0,fr
713,"#Gardasil Le Dr Philippe De Chazournes ‡ propos du Gardasil sur France 5 le... 31/03/2014"" ""odysee.com/@ColCovMed-ReunioÖ",1,fr
716,Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus !pgibertie.com/2023/07/13/danÖ via @GibertiePatrice,29,fr
718,"Je comprends que Merck se rabatte sur nous pour nous dealer leur #Gardasil : Aux USA, ils ont la justice aux basquesÖ????",28,fr
719,"#Cancer : Le #Gardasil, un #vaccin ‡ l'effet boomerang 20minutes.fr/sante/802652-20Ö via @20minutes",1,fr
720,"Bon allez, une dose de comploplo puisque l'annonce de cette promotion du #Gardasil par macron paraÓt bizarre ‡ tous : quelqu'un sait s'il y a un lien entre les effets des vaxARN chez les jeunes et les effets d˚s au papillomavirus ?",1,fr
725,"?? Lien courriel des collectifs Parents En ColËre destinÈ au collËge Jean Lartaut en Pdf :""t.me/stock_infos_PEC/950 ""#Gardasil #Jarnac #macron #ParentsEnColere #PEC",60,fr
726,"Les dangers du #Gardasil que le toubib #Macron veut voir injecter aux enfants de 5È dÈs septembre prochain.""Rebelote la cata vaccin #covid ? ""20minutes.fr/sante/802652-20Ö",2,fr
729,"#Jarnac #Gardasil""?? Voici le courriel des collectifs Parents En ColËre destinÈ au collËge Jean Lartaut ‡ Jarnac ainsi qu'une liste d'adresses mail si vous souhaitez Ègalement leur Ècrire et vous faire entendre ! Liste mails :t.me/stock_infos_PEC/949 ""#ProtegeonsNosEnfants",864,fr
730,Danger pour les ados ‡ la rentrÈe 2023! Le gouvernement pousse ‡ la vaccination contre le #papillomavirus (#Gardasil) vaccin dangereux et inefficace qui favorise de nouveaux virus pgibertie.com/2023/07/13/danÖ via @GibertiePatrice,88,fr
731,"Nonobstant, jíen profite pour indiquer que líarticle WikipÈdia níest pas hyper bien ‡ jour au sujet du Gardasil 9..."" #Gardasil ""#Gardasil9",1,fr
733,"?? Exemple de mail envoyÈ ce jour au collËge de Jarnac."" Pour contacter le collËge :secretariat@jean-lartaut.frvie-scolaire@jean-lartaut.fr #ProtegeonsNosEnfants#Jarnac #Gardasil #macron""t.me/stock_infos_PEC/944",32,fr
736,"C'est bien ce que je craignais.""Macron vient, en personne,faire la promotion du vaccin #Gardasil et assistera ‡ une sÈance de vaccination. ""Hallucinant !",22,fr
738,#Gardasil !!!No way !!#Protegeo,0,en
742,"#Gardasil #MacronLaHonte """"#Macron VRP vaccinal pour TOUTES les juteuses affaires de #BigPharma",0,fr
743,"RFK: """"""""Beaucoup de choses que je vais dire aujourd'hui seraient diffamatoires si elles n'Ètaient pas vraies. Et, si elles ne sont pas vraies, alors Merck devrait me poursuivre en justice. Mais Merck ne le fera pas. """""""" #gardasil",0,fr
744,"??? #Gardasil Avant de foncer tÍte baissÈe et de faire la mÍme erreur que pour le #Covid_19 prenez le temps de regarder le tÈmoignage de cette jeune fille ?? Ado... et dÈj‡ victime ??""""piped.video/watch?v=7g-3tXÖ",3,fr
745,Et pour le #Gardasil in en est o˘ des plaintes en cours ?,0,fr
748,"??Vers la vaccination obligatoire contre les Papillomavirus ?""Macron se rendra dans un collËge ‡ Jarnac accompagnÈ de Pap NDIAYE et FranÁois BRAUN. Le dÈplacement sera orientÈ sur le thËme de la vaccination contre les infections ‡ Papillomavirus#Gardasil""charentelibre.fr/sante/emmanÖ",144,fr
749,"#Gardasil """"#Macron n'a pas d'enfants, il veut piquer les nÙtres.",7,fr
750,Voyons comment calmer ce troll @AFPFactCheck #Gardasil #Vaccination,0,en
751,"AprËs Áa s'il existe encore des parents qui veulent sacrifier leurs enfants ils en porteront seuls la responsabilitÈ ! """"#Gardasil",7,fr
752,"#ProtegeonsNosEnfants ""#Jarnac #macron #boycott ""?? #Gardasil #EnfantsEnDanger",40,en
753,Voil‡ Marie OcÈane Bourguignon je n'arrÍtes pas de la citer elle a eu des effets secondaires graves suite ‡ la vaccination au #gardasil,1,fr
755,"TrËs important ! A savoir pour tous les parents sur le point de vacciner leurs enfants contre le PAPILLOMAVIRUS #Gardasil"" ""childrenshealthdefense.org/nÖ",0,fr
756,"Et non! "" Merci au Dr @amine_umlil et @ctiap_cholet pour ce rappel! #Gardasil ""ctiapchcholet.blogspot.com/2Ö",1,fr
757,Tu vois si tu Ètais un peu moins con tu saurais qu'il n'y a pas que le #Gardasil comme vaccin contre le papillonavirus mais bon comme tu es vraiment un trËs gros con tu ne le sais pas !,0,fr
760,Oui bah! ¿ díautres votre propagande mensongËre sur les vaccins s˚r et efficaceÖ #VeranCharalatan #NiOubliNiPardon #Gardasil,0,fr
761,"#Gardasil"""" #EffetsSecondaires dÈvastateurs """"""""",0,fr
765,#gardasil la mort et tant de souffrance pour un pseudo vaccin qui crÈe le cancer (effet nÈgatif) ! @AssociationPEC @UnionMarche,5,fr
766,"SÈance de vaccination #Gardasil dans un collËge avec #macron ?? #EnfantsEnDanger """"#GouvernementCriminel #Vaccin",76,fr
767,#macronletraitre #Gardasil #Papillomavirus #vaccin #graphene #GrapheneOxide,14,fr
768,#Gardasil ce quíil se passe aux usa et en France ils veulent injecter nos enfants. Cíest NON,0,fr
776,"Aux imbÈciles des mÈdias utilisant #AntiVax #Raoult #Gardasil """"@CheckNewsfr",16,fr
777,"Ah oui @AfpFactuel .... ??""Et les procËs aux USA contre le #Gardasil et les effets secondaires lÈtales c'est quoi ? Des fakenews ? ??#GardasilSideEffect#vaccineinjuries ""#VaccineSideEffects .....",25,fr
781,Qu'ils aillent voir aux US les effets du #Gardasil ...,4,fr
783,Líaffaire #Gardasil si vs vaccinez vos enfants soyez conscients des risques que vous prenez odysee.com/@REPORTAGES:c/l-aÖ,23,fr
784,"Aux USA en ce moment poursuites judiciaires contre le vax #Gardasil #Papillomavirus dont Macron fait une promo intensive.""""Comme pour le vax covid, quand il parle d'efficacitÈ il """"""""oublie"""""""" systÈmatiquement de mentionner les graves effets secondaires.""""www-expertinstitute-com.tranÖ",170,fr
785,"«a chauffe avant mÍme le dÈmarrage cette fois. Les parents vont ils se renseigner avant d'envoyer leurs enfants les yeux fermÈs ? Article intÈressant pour une a souligner dans la dÈpÍche ""#Papillomavirus#Gardasil#HPV ""ladepeche.fr/article/2018/11Ö",1,fr
787,"Il n'ont visionnÈ ?? CSI n∞99 : Surya Arby 13/04/2023 vaccins anti HPV, synthËse des donnÈes mises ‡ jour ????#gardasil""""crowdbunker.com/v/2Czfyu1J",0,fr
789,"ìRien ne justifie de recommander le #vaccin #Gardasil contre les #papillomavirusî"""" parismatch.com/Actu/Sante/RiÖ",0,fr
796,"Et les #vaccins criminels, vous en pensez quoi?""#Covid#Gardasil ""Les Mac do, c'est du menu fretin ‡ cÙtÈ de ces avancÈes politico medico intox qui rendent servile chacun de nous en posant la joue sur le billot",0,fr
800,#Gardasil qui est le nouveau VRP sept2023 ?,1,fr
808,"??#papillomavirus""??´Ne vaccinez ni filles, ni garÁons par #Gardasil : un vaccin dangereux et inefficaceª?francesoir.fr/opinions-tribuÖMacron s'active pour vacciner les enfants, alors qu'un procËs s'ouvre aux USA sur les effets secondaires...""?francesoir.fr/societe-sante/Ö",412,fr
809,"Soit tu rÈpËtes les ‚neries de la TV soit tu es payÈ pour les dires #Vaccinationenfant""#PapillomaVirus#Gardasil ""t.me/vdar_avocat/1255",0,fr
810,"Jveux lancer du drama, on fait comment dÈj‡ ? Suffit de dire #gardasil #osteopathe #vaccin ?",11,fr
812,#effetsindesirables #Gardasil #nipardonnioubli,1,fr
813,"Le culottÈ parle du #Gardasil.""""Encire un pÈtri d'admiration pour les vaccins et de mÈpris pour ceux qui se sont renseignÈs sur cette daube.",0,fr
814,"INCROYABLE !!??""""@raoult_didier a changÈ de camp complËtement, a vouloir le pouvoir ...nous on en perd toute confiance en la """"""""mÈdecine"""""""" !!""""Au bout de combien d'effets secondaires ils vont arrÍter cette vaccination ??????? #GARDASIL??",32,fr
815,"Nous envoyons nos enfants innocents ‡ l'Ècole et puis... Pourquoi l'esprit crÈatif de l'enfant devrait-il Ítre impliquÈ dans les questions sexuelles ? ! ""A-t-il la capacitÈ pour ceux-ci?! L'avis des familles n'est-il pas important ?! ""#Gardasil",12,fr
816,"?????#Warning ""#DepopulationAgenda #Bioweapon #WarAgainstHumanity ""#Gardasil #CrimesAgainsHumanity",1,en
818,"La ???? #France conseille le #Gardasil quand les procËs commencent aux …tats-Unis""Ouverture d'un marchÈ qd l'autre se fermeDifficile de faire valoir la clause de non-responsabilitÈ puisque les risques sont connus du fabriquant""#EffetsSecondairesVaccins",10,fr
819,"Tiens, encore un ex mÈdecin tendance Q, complotiste, qui d'antivax ARNm passe ‡ #antivax tout court. Etonnant, non ? Comme quoi, il y a des interdictions d'exercer qui sont plus que justifiÈes...""""#Gardasil #Papillomavirus #Agret",78,fr
820,"#EnfantsEnDanger #Jarnac """"#boycott #macron #Gardasil",3,en
821,#Gardasil #Papillomavirus #vaccin #effetssecondaires,32,fr
823,"?? #macron #Gardasil #Jarnac ??""""#EnfantsEnDanger #boycott",2,en
825,"Non mais de quoi je me mÍle encore ? ?? Depuis quand, líÈcole organise des campagnes de vaccination ? Cíest un acte mÈdical qui doit Ítre discutÈ avec le mÈdecin traitant, au cas par cas.""""Le #Gardasil níest pas un ??obligatoire.",53,fr
827,"Pour les urgences, Macron @FrcsBraun seront au collËge @Jean_Lartaut #Jarnac pour une sÈance de vaccination #HPV #Gardasil le 28/02",2,fr
829,"Roselyne la VRP multicartes des labos #H1N1, des stars dÈpravÈes et bientÙt du #Gardasil?",0,fr
830,"Les #antivax qui disent qu'ils ne sont pas #antivax et bien finalement sont #antivax. Ils nous le prouve encore une fois... ""Komparazar.#Vaccin""#Gardasil",56,fr
831,Le vaccin #Gardasil est dangereux de nombreux effets secondaires encore de la propagande pour influencer un max de personnes ‡ s'empoisonner ??????,0,fr
832,"#Gardasil fait líobjet díune plainte dÈj‡ ÈtÈ dÈposÈe, et qui n'est plus commercialisÈ depuis 2020 ????"" lejdd.fr/Societe/Le-GardasilÖÖ ""vidal.fr/actualites/24380-vaÖÖ",1,fr
834,"#Papillomavirus: 400 mÈdecins contre un #Gardasil """"""""inefficace"""""""" et """"""""trop cher"""""""" lejdd.fr/Societe/400-meÖ via @LeJDD",1,fr
837,"N'est-ce pas un whisteblower de #Merck qui disait que #Gardasil serait le plus gros scandale sanitaire?? Bon, il n'Ètait visiblement pas encore au courant de C19...",3,fr
839,"Courrier en question :""af2022caen2.canalblog.com/arÖPar @AngeliqueF14370 ???? ""#Jarnac #papillomavirus #Macron #EnfantsEnDanger #Gardasil",2,fr
840,"In 2014, 400 doctors had spoken out against the vaccination campaign with the ineffective and expensive #Gardasil. Yet Macron wants to have our daughters pricked, even if it means increasing the deficit of the SÈcu for nothing.",1,en
841,"Est-il possible pour des #Parents responsables de se renseigner qq peu afin de prendre une dÈcision ÈclairÈe (par ex : bÈnÈfices/risques) quant au vaccin #Gardasil ? ""#HPV #Papillomavirus #vaccination ""??",1,fr
843,"Placement de produit (#Gardasil ) , mais avant un petit coup de semonce avec le rationnement de l'eau... ??""Ils ne savent plus quoi inventer.. ""via @verity_france",0,fr
846,"?????Diane Harper mÈdecin spÈcialiste Vaccin, HPV, Papillomavirus.""Lien vers le documentaire #Gardasil ?????Diane Harper medical specialist Vaccine, HPV, Papillomavirus.Link to the #Gardasil documentary ""@JudicialWatch @RobertKennedyJr @OANN @DailyMailUK",88,en
847,RT - #Gardasil #Merck #levothyrox et... mise en examen ??,4,fr
848,"Les lobbys pharmaceutiques ont embauchÈ le PoudrÈ !Le vaccin #PapillomaVirus n'est pas neutre.francesoir.fr/opinions-tribuÖ""#Gardasil Danger.""@anais_tea",2,fr
851,Surveillez bien les cartables de vos ado si vous ne souhaitez pas quíils soient vacciner avec le Gardasil #Gardasil,1,fr
852,Mince jíai fait vacciner mes deux ados yía 2 deux ou trois ans .. le mÈdecin de la PMI míavait convaincu .. #gardasil,0,fr
853,"""""Je ne me risquerais pas ‡ injecter le #Gardasil ‡ ma fille"""""""":""le Dr VÈronique Chabernaud, oncologue (#cancer) et ancien cadre dirigeant d'un grand groupe pharmaceutique, explique ‡ Le Point ses doutes sur l'efficacitÈ du #vaccin du #papillomavirus. "" lepoint.fr/sante/je-ne-me-riÖ",11,fr
854,"MÍme tapage mÈdiatique, mÍme absence de rÈsultats autres que la publicitÈ du fabricant, mÍme occultation des publications indÈpendantes contradictoires, mÍme obsession de vaccination gÈnÈrale sans discernement. «a suffit! #Vaccinationenfant #Papillomavirus #Gardasil",3,fr
855,"#MacronNonVaccinÈ veut piquer toute la France ?????""Pourquoi ? ...??#EffetsSecondairesvaccins19 #Mauricette ""Gardons-nous du #Gardasil",2,fr
857,"Devoir de mÈmoire. ""Cela fait des mois que je prÈviens qu'il faut se dÈtacher de figures emblÈmatiques ou de lanceurs d'alerte car leurs propos ne sont pas toujours incohÈrents.Raoult n'est pas un alliÈ sur le sujet de la vaccination. Il est mÍme dangereux. ""#Gardasil",28,fr
858,#effetsindesirables #Gardasil #proces #RobertKennedy Parents! Ne laissez pas big pharma ruiner la santÈ de vos enfants ! …coutez #ChildrenHealthDefense,0,fr
859,"Bonjour Pr @raoult_didier ,""Je fais suite ‡ un tweet que je vous ai envoyÈ hier et je vois celui de @CheckNewsfr ci-dessous.""Quelle est votre position sur le #Gardasil aujourdíhui sachant que #Merck est en procËs aux USA Et que #Sanofi le commercialise en Europe ? Merci ??",5,fr
860,ProtÈgeons nos enfants: restons loin des vaccins et de leurs #effetssecondaires le #Gardasil fait face ‡ des masses de procËs aux USA. …coutez #RobertKennedy,2,fr
861,"""""Je ne me risquerais pas ‡ injecter le #Gardasil ‡ ma fille"""""""":""le Dr VÈronique Chabernaud, oncologue et ancien cadre dirigeant d'un grand groupe pharmaceutique, explique au Point.fr ses doutes sur l'efficacitÈ du vaccin. Par†Sophie Bartczak"" lepoint.fr/sante/je-ne-me-riÖ",1,fr
862,"Dissimulation : les effets nocifs du mÈdicament #Vioxx avaient provoquÈ 40 000 morts aux …tats-Unis... et aucun en France ?""#Merck #Gardasil ? "" lemediaen442.fr/la-dissimulaÖ",0,fr
